Index,Offset,Original,Cleaned,Translation
352,7595904,"\p\r\hCan sometimes %10cpick\nhis number%9c on the field,\nand can evade %10cmagic\nattacks%9c in battle.","Can sometimes pick his number on the field, and can evade magic attacks in battle.",
353,7596016,\p\r\hA perpetually self-confident\nand self-assured yet %10cclumsy\nold man%9c who's not quite as\ndependable as he thinks.,A perpetually self-confident and self-assured yet clumsy old man who's not quite as dependable as he thinks.,
354,7596144,"\p\r\hCan use magic %10ctwice\nin a row%9c on the field, and\ncan charge magic in battle\nto increase its %10cpotency%9c.","Can use magic twice in a row on the field, and can charge magic in battle to increase its potency.",
355,7596272,\p\r\hA highly competitive\n%10csorceress%9c with a vengeful\neye toward those who would\ndare ruin her good time.,A highly competitive sorceress with a vengeful eye toward those who would dare ruin her good time.,
356,7596392,\p\h%2c%s%0c's turn!\nPlease select your desired character.,[TEXT]'s turn! Please select your desired character.,
357,7596452,\pSwap,Swap,
358,7596464,\p\r\hCan cure %10cstatus\neffects%9c on the field\nand evade %10cphysical\nattacks%9c in battle.,Can cure status effects on the field and evade physical attacks in battle.,
359,7596580,\pMug,Mug,
360,7596592,"\p\r\hA %10cforceful and aggressive\nrobot%9c with high-spec data\nthroughput, a firm will, and\nan even firmer frame.","A forceful and aggressive robot with high-spec data throughput, a firm will, and an even firmer frame.",
361,7596712,\pIs this okay?,Is this okay?,
362,7596728,\p%3cFormatting%0c storage media.\nDo not remove.,Formatting storage media. Do not remove.,
363,7596784,"\p\r\hCan use items %10ctwice\nin a row%9c on the field,\nand can %10cscatter caltrops%9c\nduring battle.","Can use items twice in a row on the field, and can scatter caltrops during battle.",
364,7596896,\p\r\hA %10csly ninja%9c with a\nbad personality who loves\nto get in people's way.\nNot one to cross!,A sly ninja with a bad personality who loves to get in people's way. Not one to cross!,
365,7597000,\p----------------,----------------,
366,7597024,"\p\r\hCan %10crecover Stamina%9c\nboth inside and outside\nof battle, making her a\ngreat choice for beginners!","Can recover Stamina both inside and outside of battle, making her a great choice for beginners!",
367,7597136,"\p\r\hAlways ditzy, she's a bit\nof a %10cnatural airhead%9c,\nbut the chips always seem\nto land in her favor anyway.","Always ditzy, she's a bit of a natural airhead, but the chips always seem to land in her favor anyway.",
368,7597256,\pPlease select item to confirm.,Please select item to confirm.,
369,7597296,"\p\r\hCan use items and magic\n%10ccontinuously%9c on the field,\nand can build power in\nbattle to raise %10cAT%9c.","Can use items and magic continuously on the field, and can build power in battle to raise AT.",
370,7597416,\pAttack:\nDefense:\nMagic:\nSpeed:\nStamina:,Attack: Defense: Magic: Speed: Stamina:,
371,7597464,\pManagement data has been changed\nand will now be updated.\k,Management data has been changed and will now be updated.,
372,7597528,\pPlease select data to confirm.,Please select data to confirm.,
373,7597568,\p\r\hA lively prince\nof %10csome country%9c\nwhose mischief\nknows no bounds.,A lively prince of some country whose mischief knows no bounds.,
374,7597648,\pThe order has been set as indicated.\k,The order has been set as indicated.,
375,7597696,\p\rThis value determines how readily\nyou can evade magic attacks from\nfoes both in battle and on the field.,This value determines how readily you can evade magic attacks from foes both in battle and on the field.,
376,7597808,\p\rThis value determines the strength\nof your magic both in battle and\non the field.,This value determines the strength of your magic both in battle and on the field.,
377,7597896,\pManagement data is corrupted.\nReinitialize it?,Management data is corrupted. Reinitialize it?,
378,7597952,\p\rThis value determines how much\ndamage from foes you can mitigate.,This value determines how much damage from foes you can mitigate.,
379,7598024,\p%1cSave failed!%0c\k,Save failed!,
380,7598048,\p\rThis value determines the amount\nof damage inflicted on foes in battle.,This value determines the amount of damage inflicted on foes in battle.,
381,7598128,\p%0x%0y\h%3d points left,[NUM] points left,
382,7598224,\pPlease distribute points in accordance\nwith the explanation given to create\nand personalize your character.\k,Please distribute points in accordance with the explanation given to create and personalize your character.,
383,7598344,\pYou will not be able to save\nyour progress. Is this okay?,You will not be able to save your progress. Is this okay?,
384,7598408,\p\h%7xOnline,Online,
385,7598424,\p\h%7xOffline,Offline,
386,7598440,\p%1cLoad failed!%0c\k,Load failed!,
387,7598464,"\p\r\hArbitrarily %10cgains%9c items\nand magic, and can\nignore opponents\nand just %10cleave battle%9c.","Arbitrarily gains items and magic, and can ignore opponents and just leave battle.",
388,7598576,\p\r\hA %10cstrange creature%9c with thoughts\nfar beyond our understanding.\nFear of the unknown\nmakes it even more unsettling.,A strange creature with thoughts far beyond our understanding. Fear of the unknown makes it even more unsettling.,
389,7598712,\p\hChecking storage media!,Checking storage media!,
390,7598740,\pClub,Club,
391,7598752,"\p\r\hCan %10ccopy an opponent's\nstats%9c, or %10craise own\nstats proportionally%9c\nas own HP drops.","Can copy an opponent's stats, or raise own stats proportionally as own HP drops.",
392,7598858,\p\r%16x%2c[Times Thrashed]%0c\n,[Times Thrashed],
393,7598896,\p%3cSaving%0c management data.\nDo not remove the storage media.,Saving management data. Do not remove the storage media.,
394,7598968,\pStorage media is unformatted.\n\k,Storage media is unformatted.,
395,7599032,\p\rThis value determines how high\nyour maximum HP can go.,This value determines how high your maximum HP can go.,
396,7599092,\pVolt,Volt,
397,7599104,\pA storage media error has occurred!\k,A storage media error has occurred!,
398,7599204,\pSlow,Slow,
399,7599216,\pInsufficient free space.\k,Insufficient free space.,
400,7599432,\pLarge Map,Large Map,
401,7599444,\pSeal,Seal,
402,7599456,\pInsufficient free space.\k,Insufficient free space.,
403,7599552,\pInsufficient free space.\k,Insufficient free space.,
404,7599648,\pNo storage media found.\k,No storage media found.,
405,7599736,\pYes No,Yes No,
406,7599752,\pMedium Map,Medium Map,
407,7599770,\p\r%16x%2c[Eliminations]%0c,[Eliminations],
408,7599802,\p\r%16x%2c[Times Beaten]%0c\n,[Times Beaten],
409,7599840,\pSorry for the wait!\nTime to get this show on the road!\nLet's head off to Dokapon World!,Sorry for the wait! Time to get this show on the road! Let's head off to Dokapon World!,
410,7599936,\pWeek Limit: \h%3d wks.,Week Limit: [NUM] wks.,
411,7599968,\p\h%0c%0x%2yFirst Place: %0x%4ySecond Place: %0x%6yThird Place: %0x%8yFourth Place: %0x%10yFifth Place:,First Place: Second Place: Third Place: Fourth Place: Fifth Place:,
412,7600080,\pSmall Map,Small Map,
413,7600096,\pManagement data is corrupted!\nReturning to the title screen.,Management data is corrupted! Returning to the title screen.,
414,7600160,\p%1cManagement data save failed!\nReturning to the title screen.,Management data save failed! Returning to the title screen.,
415,7600232,\p%1cFormat failed!%0c\k,Format failed!,
416,7600266,\p\r%16x%2c[Casualties]%0c,[Casualties],
417,7600298,\p%0x%0yBattle Record > Monster \m%d/2,Battle Record > Monster [NUM]/2,
418,7600346,\p%0x%0yBattle Record > Player \m%d/2,Battle Record > Player [NUM]/2,
419,7600386,\p%2xTo%5x%3c%8s%0c%13xup to%19x\m%3c%4d%0cx%25x,To[TEXT]up to[NUM]x,
420,7600434,"\p(total\m %3c\,%6d%0cx\h)\n","(total ,[NUM]x)",
421,7600466,\p%2x%3c%8s%0c%10xup to%19x\m%3c%4d%0cx%25x,[TEXT]up to[NUM]x,
422,7600509,"\p(total\m %3c\,%6d%0cx\h)\n","(total ,[NUM]x)",
423,7600568,\p%5xOrder\n%5xBattle Record\n%5xCrimes\n%5xTreasure,Order Battle Record Crimes Treasure,
424,7600624,\p%4x%0y%0c<3-player>%19x%0y%0c<4-player>\n,<3-player><4-player>,
425,7600667,\p%0x%2yTotal Plays:\m%10x%3c%4d%0c,Total Plays:[NUM],
426,7600702,\p%15xTotal Plays:\m%25x%3c%4d%0c,Total Plays:[NUM],
427,7600735,\p%0x%4yFirst Place:\m%10x%3c%4d%0c,First Place:[NUM],
428,7600770,\p%15xFirst Place:\m%25x%3c%4d%0c,First Place:[NUM],
429,7600803,\p%0x%6ySecond Place:\m%10x%3c%4d%0c,Second Place:[NUM],
430,7600839,\p%15xSecond Place:\m%25x%3c%4d%0c,Second Place:[NUM],
431,7600873,\p%0x%8yLast Place:\m%10x%3c%4d%0c,Last Place:[NUM],
432,7600907,\p%15xThird Place:\m%25x%3c%4d%0c,Third Place:[NUM],
433,7600940,\p%15x%10yLast Place:\m%25x%3c%4d%0c,Last Place:[NUM],
434,7600976,\p%8x%12y<Times Aced/Times Used>\m%4x%14y%3c%4d%0c/%3c%4d%20x%3c%4d%0c/%3c%4d\m%4x%16y%3c%4d%0c/%3c%4d%20x%3c%4d%0c/%3c%4d\m%4x%18y%3c%4d%0c/%3c%4d%20x%3c%4d%0c/%3c%4d\m%4x%20y%3c%4d%0c/%3c%4d%20x%3c%4d%0c/%3c%4d,<Times Aced/Times Used>[NUM]/[NUM][NUM]/[NUM][NUM]/[NUM][NUM]/[NUM][NUM]/[NUM][NUM]/[NUM][NUM]/[NUM][NUM]/[NUM],
435,7601192,\pCould not delete! \k,Could not delete!,
436,7601216,\pDeleted! \k,Deleted!,
437,7601232,\pReally delete this?,Really delete this?,
438,7601256,\p%1x%0ySwitch,Switch,
439,7601272,\p\h%0x%0y%s%0c > Money\m%14x%d/2,[TEXT] > Money[NUM]/2,
440,7601312,\p\h%6xPlayer Data\n%6xSmall Map Data\n%6xMedium Map Data\n%6xLarge Map Data\n%6xTreasure Guide,Player Data Small Map Data Medium Map Data Large Map Data Treasure Guide,
441,7601408,\p\h%0x%0y%s%0c > Battle Record\m%20x%d/5,[TEXT] > Battle Record[NUM]/5,
442,7601456,\p\h%0x%0y%s%0c > Order\m%14x%d/2,[TEXT] > Order[NUM]/2,
443,7601496,\p\h\m%3d - ,[NUM] -,
444,7601508,\p%6x%s,[TEXT],
445,7601520,\p%5xOrder\n%5xMoney\n%5xBattle Record\n%5xCrimes\n%5xTreasure\n%5xOther,Order Money Battle Record Crimes Treasure Other,
446,7601600,\p\h\m%3d - \m%6x-----------------,[NUM] - -----------------,
447,7601640,"\p\h%2xMax\m %3c\,%{Money}11d%0cG ","Max ,%{Money}11dG",
448,7601674,\pto%22x%3c%{Name}8s%0c\n,to%{Name}8s,
449,7601704,"\p\h%2xMax\m %3c\,%{Money}11d%0cG ","Max ,%{Money}11dG",
450,7601738,\pfrom%22x%3c%{Name}8s%0c\n,from%{Name}8s,
451,7601768,\p\h\r%9x%2c[Losses from Theft] %0c\n,[Losses from Theft],
452,7601808,\p\h\r%10x%2c[Gains from Theft] %0c\n,[Gains from Theft],
453,7601848,\p\h%0x%0yCrimes > Player\m%14x%d/2,Crimes > Player[NUM]/2,
455,7601897,"\p%S\m%26x%3c\,%6d%0c%21x%2y","%S,[NUM]",
456,7601925,"\p%S\m%26x%3c\m\,%6d%0c%21x%4y","%S,[NUM]",
457,7601955,"\p%S\m%26x%3c\,%6d%0c%21x%6y","%S,[NUM]",
458,7601983,"\p%S\m%26x%3c\,%6d%0c%21x%8y","%S,[NUM]",
459,7602011,"\p%S\m%26x%3c\,%6d%0c%21x%10y","%S,[NUM]",
460,7602040,"\p%S\m%26x%3c\,%6d%0c%21x%12y","%S,[NUM]",
461,7602069,"\p%S\m%26x%3c\,%6d%0c%21x%14y","%S,[NUM]",
462,7602098,"\p%S\m%26x%3c\,%6d%0c%0x%18y","%S,[NUM]",
463,7602126,"\pHighest bounty:\m%16x%3c\,%16d%0cG","Highest bounty:,[NUM]G",
464,7602168,\p\hCrimes > Property,Crimes > Property,
465,7602192,\p%4xProperty\n%4xPlayer,Property Player,
466,7602226,\p%2x%2yMax \m%3c%4d%0cx ,Max [NUM]x,
467,7602251,"\pvs. weak monsters%28x(Total \m%3c\,%6d%0cx","vs. weak monsters(Total ,[NUM]x",
468,7602295,\p)\h,),
469,7602300,\p%2x%6yMax \m%3c%4d%0cx ,Max [NUM]x,
470,7602325,"\pvs. village monsters%28x(Total \m%3c\,%6d%0cx","vs. village monsters(Total ,[NUM]x",
471,7602372,\p)\h,),
472,7602377,\p%2x%10yMax \m%3c%4d%0cx ,Max [NUM]x,
473,7602403,"\pvs. Wallaces%28x(Total \m%3c\,%6d%0cx","vs. Wallaces(Total ,[NUM]x",
474,7602442,\p)\h,),
475,7602447,\p%2x%14yMax \m%3c%4d%0cx ,Max [NUM]x,
476,7602473,"\pother%28x(Total \m%3c\,%6d%0cx","other(Total ,[NUM]x",
477,7602505,\p),),
478,7602514,\p%2x%2yMax \m%3c%4d%0c ,Max [NUM],
479,7602538,"\pweak monsters%28x(Total \m%3c\,%6d%0c","weak monsters(Total ,[NUM]",
480,7602577,\p)\h,),
481,7602582,\p%2x%6yMax \m%3c%4d%0c ,Max [NUM],
482,7602606,"\pvillage monsters%28x(Total \m%3c\,%6d%0c","village monsters(Total ,[NUM]",
483,7602648,\p)\h,),
484,7602653,\p%2x%10yMax \m%3c%4d%0c ,Max [NUM],
485,7602678,"\pWallaces%28x(Total \m%3c\,%6d%0c","Wallaces(Total ,[NUM]",
486,7602712,\p),),
487,7602720,\pA hand-held fan\nthat cuts damage\nfrom fiery field\nmagic such as\nMagma.,A hand-held fan that cuts damage from fiery field magic such as Magma.,
488,7602800,"\pVery attractive\nsandals. Of hard\ncash, that is!\nPulls in 1G\nwith each step.","Very attractive sandals. Of hard cash, that is! Pulls in 1G with each step.",
489,7602888,\pHealing shoes.\nRecover 1 HP\nper step\nwhen worn.,Healing shoes. Recover 1 HP per step when worn.,
490,7602944,\pStrange footwear\nthat earns its\nwearer 1 EXP\nper step for\nreasons unknown.,Strange footwear that earns its wearer 1 EXP per step for reasons unknown.,
491,7603032,\p\rStart playing locally.,Start playing locally.,
492,7603064,\p\rPlay the standard game.,Play the standard game.,
493,7603092,\pDaze,Daze,
494,7603104,\pSandals that\nmake a racket\nas you walk.\nSuper irritating\nto everybody!,Sandals that make a racket as you walk. Super irritating to everybody!,
495,7603184,\pA kappa statue\nholding an\numbrella. Keeps\nyou safe from...\nstomach acids?!,A kappa statue holding an umbrella. Keeps you safe from... stomach acids?!,
496,7603272,\p\rStart playing online.,Start playing online.,
497,7603304,\pConnect to a wireless network\nand play with nearby players!,Connect to a wireless network and play with nearby players!,
498,7603368,"\pRegular gameplay, played\noffline by yourself!","Regular gameplay, played offline by yourself!",
499,7603424,"\pLike a portable\naqualung! Lets\nyou breathe as\nusual, even\nunderwater.","Like a portable aqualung! Lets you breathe as usual, even underwater.",
500,7603504,\pSuper sandals\nmade of super-\nalloy XYZ. Great\nfor thorns and\nrocky terrain.,Super sandals made of super- alloy XYZ. Great for thorns and rocky terrain.,
501,7603592,\pConnect to the internet\nand play online!,Connect to the internet and play online!,
502,7603636,\pDown,Down,
503,7603648,\pGloves powerful\nenough to shove\naside snow with\nease. Bad roads?\nSnow problem!,Gloves powerful enough to shove aside snow with ease. Bad roads? Snow problem!,
504,7603736,\pPlease choose your play style.,Please choose your play style.,
505,7603776,\pA high-end gas\nmask with great\nfiltration. Not\neven swamp gas\ncan get through!,A high-end gas mask with great filtration. Not even swamp gas can get through!,
506,7603864,\p%12xLocal Mode,Local Mode,
507,7603888,"\pA handgun\nbelonging to\nhitman Vincent.\nUnusable, as\nit has no ammo.","A handgun belonging to hitman Vincent. Unusable, as it has no ammo.",
508,7603968,\pSeems to be\nbroken off from\na larger whole.\nBut what use\ncould it have?,Seems to be broken off from a larger whole. But what use could it have?,
509,7604048,\pSeems to be\none part from\na larger whole.\nBut what use\ncould it have?,Seems to be one part from a larger whole. But what use could it have?,
510,7604128,\pSeems to be\none fragment of\na larger whole.\nBut what use\ncould it have?,Seems to be one fragment of a larger whole. But what use could it have?,
511,7604208,\pSeems to be\none piece of\na larger whole.\nBut what use\ncould it have?,Seems to be one piece of a larger whole. But what use could it have?,
512,7604288,\pA skull-shaped\nobject assembled\nfrom mysterious\nparts. What a\n%1crare item%0c!,A skull-shaped object assembled from mysterious parts. What a rare item!,
513,7604376,\p%12xOnline Mode,Online Mode,
514,7604400,\pA stone pig\nchiseled from\nTekkon Stone.\nEmits power that\nboosts DF by 3.,A stone pig chiseled from Tekkon Stone. Emits power that boosts DF by 3.,
